crop,region,N,P,K,ph,rainfall,temperature,humidity,fertilizer_amount,yield
Wheat,UP,136,35,146,6.968151279081286,199.41277537090147,25.136812474735198,56.03508818564311,59.006884214814846,6.545422693371517
Barley,TN,111,108,37,5.772825711377971,258.83924243358246,27.111737267628513,80.05693125062548,129.06041977478765,8.753410043890694
Rice,Bihar,119,72,153,4.186327071682946,78.89310989958787,39.38762357118556,36.68528012205365,25.96276393423378,4.830109141453694
Groundnut,Haryana,78,31,158,7.445935079496047,275.1863053406338,13.04369189245114,67.4303234930646,74.01533064479662,6.721577223428591
Barley,Gujarat,95,141,157,5.278416108285718,238.6139054320611,12.583039737417621,65.32883953489983,116.68760868816969,8.045825796181887
Rice,Gujarat,107,97,39,5.170819952904218,82.68010171957894,14.913618051922768,51.06429478366047,66.53200339765698,5.5764294685760465
Sugarcane,WB,118,20,67,7.318983641880044,243.66204908459125,16.501460982958847,52.90263876287269,34.2558101775152,6.107661612537598
Sugarcane,UP,27,115,118,8.357108404042709,161.21265047686262,25.46490466126322,56.51276713760739,27.63116477688235,4.490635916594074
Jowar,Punjab,5,117,121,5.410146055667197,181.15946508523314,22.609108103197155,26.158789923212193,31.783426167368848,4.35620140070484
Barley,UP,60,17,123,7.887770533212395,297.9093048331939,29.166986552651426,39.307686748065166,72.09617796986674,6.641798343327023
Sugarcane,TN,5,64,129,8.428693272104777,23.678983631202865,24.073584502599196,31.760505664152994,49.45848646132924,3.304770575400437
Rice,Bihar,121,83,152,5.054881504319582,282.13663810008967,30.394596599790315,44.88465654434226,70.93203669121377,7.1773869269778
Jowar,WB,104,141,67,8.58716103878144,223.1370112677171,17.264908305525267,78.70931140806411,113.87323416600172,7.93872674433802
Rice,UP,61,124,198,5.415561204682723,117.57721020557595,31.87668714857502,57.41890154443959,161.07653258032178,7.603949279442899
Jowar,MP,27,129,109,5.088981600023719,224.1912192441515,38.97511198653549,46.72006875385607,164.5584732661142,8.526182196746245
Barley,Punjab,79,112,122,5.803516969876883,76.74154556051937,11.187441726858813,76.05395662063316,60.93948766643271,5.2259641445507
Groundnut,UP,8,36,144,5.141078335869166,163.76026725467804,21.91959783766773,58.43285312611856,152.01768324235547,6.837377416352317
Soybean,WB,14,59,36,6.8626888674684885,248.47438333910944,31.409989691531084,37.280676632593384,168.14753214257297,7.10876230287948
Bajra,MP,19,30,111,6.36386388469788,78.64188651480666,15.828627131906522,33.49199935779065,40.019343576030636,3.939446970589733
Groundnut,Haryana,59,113,101,7.349128660694701,176.95992100872198,18.09513586130465,88.99668654680944,123.41920509493515,7.083909384917423
Cotton,Bihar,74,132,52,7.6215252482942395,31.877333824456198,38.63658758035821,26.772275474083955,92.05481106584844,5.885076495023593
Rice,Bihar,93,86,124,4.4090146476026595,254.2800156842051,32.34242151255419,84.658983865447,77.73064161695497,7.052923632655359
Cotton,Haryana,66,40,191,4.768160503704725,118.09984192651363,38.41536403693366,68.21103358857965,36.8393852836133,4.786956199701152
Groundnut,Maharashtra,1,101,24,7.948392771137096,111.7449122643944,39.70224246401847,36.456680247437646,119.14148849388037,5.214292887783461
Jowar,Gujarat,43,88,109,4.33121737465332,91.74141955776261,18.68884167689547,49.25062731469771,97.5820938142431,4.502028340038421
Bajra,MP,133,135,105,7.293980714064778,221.33592015391937,35.53233866243809,78.53809152611116,55.34068860803316,8.104156699635768
Bajra,Punjab,135,63,41,7.317583671408266,68.7841787770011,17.64005650866953,48.15602239942521,123.78666481717921,5.821861027447474
Wheat,UP,38,10,44,7.68556960216312,29.496433084767638,33.416139760016236,40.89693970904544,97.42718619402632,3.2689239471230853
Bajra,TN,92,46,123,5.093275324391858,97.94973109498252,33.889787761059516,32.359942912035784,179.73817736093335,7.89634478511586
Soybean,Gujarat,43,61,193,4.755256005094408,205.59804952660994,39.047328339082696,25.269099268050386,166.001989944372,8.255326229979207
Bajra,WB,26,77,60,6.249799563665833,34.06433449782823,39.88350415450524,85.87099250976486,146.18589990931903,4.917576818419679
Groundnut,Maharashtra,15,50,18,4.213977497752944,139.60645362297836,29.108854027762064,66.60954927663194,33.31021578162414,4.00613617381402
Wheat,Punjab,38,116,168,8.209223920122586,245.87551009755674,32.063398559696246,35.673102310177654,52.256723120855796,6.172897886618724
Groundnut,TN,128,92,94,7.733803626901537,139.52381896531926,34.4017431586978,58.36038781470203,154.78813932838085,6.805879017451425
Groundnut,TN,32,60,38,8.423484805170343,174.68398064305032,35.01503622033357,81.77289661198341,153.4221621744253,6.604182429283901
Maize,Punjab,49,127,10,4.348787850883184,139.691680283338,25.311274869026107,56.84406961825998,89.21056977558003,5.4628664764030965
Wheat,Maharashtra,102,30,50,8.6043822923879,68.71333283207804,16.661871047927796,40.27407410911433,130.28953718492238,6.474259852439116
Groundnut,WB,26,54,123,7.783171660157239,291.81294479722897,34.716309137476614,39.74795860714683,116.64554045310791,7.901695599491114
Maize,Haryana,123,134,154,4.563782908531644,73.29573135819335,28.66976712695847,22.288260287516877,141.4613310368901,7.199937671841048
Maize,Gujarat,85,110,103,4.523392021195487,193.68695244177056,29.84627742023448,21.542859423737678,148.52862415396723,7.823005669810665
Wheat,AP,27,112,87,8.499924590924955,96.34050770607423,22.311707419533214,51.58229365694337,148.3860536944447,6.687854542179238
Cotton,AP,63,11,155,6.330747396885048,250.51767127577253,37.729888039070154,52.49677386748139,170.7045644084541,8.032241634066297
Jowar,Maharashtra,48,84,118,8.99424831989164,242.3066558950121,36.49609914859964,70.21709069849676,48.013484261776405,5.5030223276838
Soybean,TN,110,53,68,7.1750451224563,147.6592372202362,14.317347115325287,88.58414524617157,198.43650063199354,7.919288550244515
Jowar,UP,127,50,100,7.439508577864062,73.07285766148365,15.585204943312288,27.376754350058526,131.02644951641804,6.676295830269325
Bajra,Haryana,8,69,176,6.339374186640706,33.454039917658186,24.153867959651144,20.144797423716614,92.19682776324805,5.586689264771485
Soybean,Haryana,22,6,15,6.184460257833077,153.47896719332695,29.564281233409577,24.42973498276458,137.82479882699448,5.699421219261979
Bajra,Maharashtra,134,83,72,8.009239608389933,65.9534661370159,18.584903590420666,46.39902930713549,98.63244531884165,5.459494527952218
Groundnut,WB,59,68,65,6.243696663726479,285.782577411263,22.96193695985594,76.1140236060729,71.56763073702302,6.453963151452184
Rice,Maharashtra,60,104,80,6.491887378177458,58.26254055273989,14.838223676045985,37.17696974789766,165.2860438674435,6.051508812059756
Wheat,UP,74,64,60,5.954538057383542,85.98193558153017,19.330160871514323,29.879497006747602,36.76642044266913,4.107535861070729
Soybean,Bihar,99,93,183,4.981438754197967,235.12407313242002,28.116478846351697,20.574650575208874,49.47235005521942,5.917710104720558
Soybean,AP,53,141,67,8.244531860017489,140.7190747565111,16.37257806225145,61.62404180326062,71.93986417399152,6.557187114518864
Groundnut,Maharashtra,30,19,34,5.103562369371103,120.19798822669514,38.30226553794182,54.63605498448672,25.727031909970474,3.113004067572893
Cotton,Haryana,27,10,14,5.508423718340207,121.5617135856755,38.49288549748492,67.87478812604596,140.8948393651027,5.343492695117666
Maize,WB,89,49,155,6.963987573263413,168.26926236915529,28.369529818831825,65.64175709112442,122.10957177629066,6.77555977893994
Groundnut,AP,5,80,5,5.6306139821698595,169.82928352231738,13.83381258582703,66.65981199056745,174.7279736108842,7.259255235085751
Sugarcane,MP,33,110,52,5.766885828582293,110.71996323490323,21.61651845375802,65.44079553654784,120.28021629409649,6.921305046333288
Maize,Punjab,91,70,136,4.019417411905752,214.35802747595417,31.99272628283378,33.545814673369755,33.66480969634212,7.098917692488683
Wheat,Haryana,107,133,123,8.005086075348366,100.2471275555794,17.208885713337217,49.41484405845013,38.96532642769989,6.107974316701373
Maize,MP,8,96,160,6.4721340062541035,87.14271437070941,34.106946544399115,33.92609084031847,172.35160610232498,5.5466675936041065
Cotton,WB,92,34,176,4.981098377797633,262.8331828102245,10.233248896532292,82.22284332416206,126.52958992966688,7.784945198035235
Maize,Haryana,97,14,121,7.560934281463089,51.31237975406553,15.706558465592266,60.90085841974824,117.56527564958645,6.123803036173534
Wheat,Maharashtra,11,113,71,7.280018271073654,291.5513475818986,19.438382913840385,74.74262631861426,172.159482148875,8.843121624970834
Cotton,Haryana,15,33,134,5.881875710882333,178.42153277390346,38.983028862017946,39.1491663769522,119.64166751409958,6.253081244234777
Jowar,WB,70,73,109,6.890730301931116,279.7123800875339,32.65283029798835,77.91607275621375,74.1088846858972,7.96135009326137
Soybean,Haryana,134,140,62,7.333458952803328,294.97576915936247,10.57979861584691,30.333991020746893,196.1921877826392,10.229243837754368
Soybean,UP,2,143,10,4.309910226648697,136.60890112501488,23.893638968659303,20.216278967567796,173.26860402138067,6.7963212796049355
Bajra,TN,4,40,174,6.088066718982029,74.08712697677097,30.75190768662165,88.90697284710079,77.16305702957337,4.258866977995261
Jowar,MP,37,13,21,6.623361646304715,282.34896650990095,28.5396960715556,22.766813854787298,145.28039803515293,6.0023683100764815
Jowar,Bihar,78,139,169,7.616590819147082,257.9454938869653,23.898526879698537,40.341737037579236,30.197474296680205,6.0216706076845865
Maize,TN,98,22,176,5.908422340744902,70.61011490318529,17.80081406076222,36.56561319010089,109.97913787213132,6.222283473518087
Soybean,WB,1,141,27,4.853838214581836,62.43311311350194,21.18829436805555,38.23071211513884,145.78667060629627,6.149682011447019
Wheat,AP,99,138,44,4.448092976338818,297.3628454127389,31.317170143073504,35.59111562904856,90.08383479133283,7.937300694520769
Barley,UP,138,49,176,8.046828915872615,181.90315534345194,32.733328631649506,28.540168621531357,151.1591588611645,8.307563769047217
Barley,MP,131,83,163,6.395898392498152,147.07035223411822,24.74199675234992,74.08053807715868,77.66490067785708,7.39873711699704
Cotton,WB,46,91,80,5.1465168737232565,194.81535363526643,37.44340739030329,72.77237687524979,106.02029434464816,6.368436260816921
Soybean,MP,115,125,128,8.024171823037666,253.79440148485463,38.763510367027784,70.38099928221547,113.63129916789438,8.532576239066103
Soybean,Haryana,93,134,145,8.059704341440218,24.05670664803756,33.47900569973893,65.6503444893882,116.72245842999028,5.585324525565945
Barley,Gujarat,99,45,128,7.256401407214902,48.2554819085058,16.092213058349255,54.26428591222921,198.4898298850195,7.568851799478134
Soybean,Maharashtra,19,18,102,4.600571875351286,211.34120925627448,36.37670952285873,60.91146745007348,186.33399508500634,7.6339590507357284
Maize,TN,15,31,24,5.5174445299272925,210.13305449952608,23.616065568296108,22.15840210930245,145.20048504813442,6.508873226899168
Sugarcane,Haryana,135,85,179,8.412463411119763,295.8925940488161,16.649683119922116,53.441974947311394,91.55388488981538,9.324876262093314
Rice,Punjab,63,77,14,4.607618621638302,27.519213892556188,33.56542524935236,79.6730660621952,143.4917375345202,5.542034347343474
Jowar,AP,103,14,197,7.5027612125103635,42.1533516365685,22.03866217980093,34.767831764132346,84.91571989277736,5.542398362411542
Bajra,Punjab,132,97,56,5.280409059624496,154.46771662390904,17.162420482336636,69.55344795887744,163.16738674211584,9.030286192354117
Cotton,Punjab,37,136,67,4.171018636663645,204.31286652605755,27.630117664126885,26.656867861493406,44.74874718063424,5.896980433919825
Sugarcane,UP,18,89,161,7.445282932315392,92.37148237175614,13.541247913517235,25.41357753819713,30.112986761141997,4.515217921292747
Barley,Bihar,73,105,186,5.324557432934233,91.74218586994841,21.357265945982263,71.7328994329712,79.94265142923553,5.209537916281157
Jowar,TN,136,6,130,7.715009233430768,30.89644578753645,20.38581923286133,41.541164014290445,86.12376460341451,4.494838127380509
Soybean,Gujarat,16,93,90,5.834963982032305,32.97121830951633,22.042827886095765,43.317168655196745,192.15441187348603,6.480809167767418
Bajra,Haryana,94,125,54,5.096913912369371,45.13631298339156,23.316774668637592,58.6300350758076,188.4953508563454,7.269650573656004
Soybean,Punjab,44,34,69,8.549893706492757,39.36656435678327,29.126751225335045,74.37388092904453,110.26134166509392,4.106919900596366
Wheat,Punjab,87,13,48,5.776217112428602,266.45445353859975,11.740639083580305,85.82472224742776,105.66976741034587,6.783880878647455
Wheat,AP,41,133,12,8.572425521532008,134.01744409481398,23.889971177948908,37.930133050226516,147.46207308262493,6.130490104088122
Bajra,Gujarat,50,60,13,8.806398851320598,232.39725938615473,24.910158132441822,55.82906966857339,182.6622740709045,8.027571123349144
Bajra,Gujarat,112,60,27,6.032209073408147,55.63528761728932,20.10985613699679,53.3947966541974,188.08220587015063,7.636721844020591
Barley,Gujarat,132,65,166,7.5915005144434815,23.088182868129763,32.32823000236145,42.06312387740268,68.1425387632683,5.44429856833983
Bajra,Haryana,7,49,20,5.982773707362801,299.5098323279781,31.49254473944301,74.85407591336215,176.12080791520822,7.752793829199629
Maize,TN,36,142,194,7.282224120998419,243.17490562674737,25.646450979351236,49.96023650546532,123.73936977912462,8.898323250775334
Soybean,TN,46,53,69,7.859323553245492,253.1251572505755,35.728596613336315,51.27329935453699,137.99423176946829,8.047933007477019
Sugarcane,Haryana,99,94,184,7.192263776743969,188.60966851175206,13.523676302025148,21.990354317784774,93.02153659768251,7.3878263163683044
Groundnut,UP,88,104,117,5.447827801965499,75.26558257830834,21.261442205394353,56.272843166921675,108.27242080939696,5.1533775515602045
Bajra,Haryana,132,97,155,5.540828135051486,26.643310126226044,30.38848240838736,79.16160846875772,108.63743011923992,6.1115004554505825
Cotton,Maharashtra,85,22,42,8.308512219564449,229.09637850680042,37.696555950699505,40.33014503602554,149.20394184004616,7.411379761742513
Wheat,WB,24,15,126,6.820250879292692,247.13907816195467,35.80458555498923,86.29403862499258,75.55983936201444,4.623098453534567
Maize,Maharashtra,125,100,172,8.507872221736637,154.69610613642737,14.905254650283972,58.478250907419216,88.40830115027649,6.366330460625027
Jowar,UP,115,135,118,6.094157874302062,194.14652555803747,11.863526900243917,51.93970741029294,154.97132935122724,8.616781588797716
Groundnut,UP,119,108,12,5.316335875095624,293.9911752995561,26.680257098493037,55.45861771296335,176.22109952776623,9.859037556398333
Sugarcane,Haryana,29,141,36,7.041048449216621,114.49177660119503,24.87854360357742,42.00077534091376,38.30212398851677,4.135572313347221
Groundnut,Haryana,47,72,44,8.450058069939196,257.9934415648195,20.888768177387742,68.65746941110046,86.40957942212108,6.042587827752887
Bajra,Bihar,93,6,198,6.506776758853796,264.41704788276905,16.222723510283732,75.1397904652523,31.820996774652173,6.649948386206529
Barley,AP,54,123,180,5.389091460254308,43.34275565721598,21.99717190160043,21.663960613379942,53.585178504752676,4.359960110475421
Wheat,Maharashtra,45,93,17,5.107644653985777,153.0420291235722,24.295350247729864,79.31330022851824,76.70036307704231,4.868396569913334
Wheat,TN,30,124,127,6.245979860622594,182.26782953998807,18.840667995142773,21.949842844694295,73.39992026038377,5.037073724495472
Jowar,Bihar,91,26,31,8.271660559017263,60.50016732814647,10.367222177999604,71.65111922602432,67.05238688449396,3.6038305520170564
Barley,Gujarat,73,125,178,5.4283629871322665,135.14841269474584,26.742523669080317,65.13440646990884,178.42364150400965,8.092300020628949
Soybean,MP,55,78,75,6.76862811261022,146.8402094756356,38.705029757199554,66.2832180356888,89.03966347677355,5.629351930979799
Rice,TN,121,91,7,4.865254719079304,97.76756620751007,20.419588889147445,60.99739950833451,149.622131928201,6.638957128896474
Maize,Gujarat,56,8,89,7.715302161314205,45.259553815574414,33.072831739707624,88.12506748630629,182.0786260758686,6.6888564897119585
Wheat,Bihar,16,62,65,6.2957983841054395,117.5880408162522,36.84924445100209,22.00490936810453,62.99789791615392,4.170065433259157
Cotton,Punjab,138,122,76,5.192952175959512,191.19562709923665,23.00301823058596,72.15684617738685,22.77059808943304,5.663403427829215
Wheat,Bihar,16,30,197,7.774799436860912,124.01180764015791,20.834770200514768,47.07968879802993,75.75679579789067,5.409060917280998
Groundnut,Bihar,104,117,149,7.640211506116574,85.82487668064115,36.73564223393889,59.73533004007566,84.8886588350404,5.708635451732204
Wheat,Bihar,137,108,158,4.167802547748751,75.54737677564941,13.155766043456067,64.03444611746411,38.10650830308711,4.730473505769108
Wheat,Haryana,133,133,33,6.208342635489306,134.05947583417338,24.70545714559069,30.278676133991347,47.37232345907884,6.077291270167318
Rice,Maharashtra,80,102,76,6.965132799703516,291.06738246753474,29.33615480607936,28.327397305106924,37.970260491918,7.014382090098331
Rice,Bihar,15,52,170,5.2798631821479844,196.5829876256046,30.20307037428675,33.689766712567646,28.923051250587758,4.439465064893381
Sugarcane,Haryana,102,25,183,4.281459051259139,49.56170968307394,13.392030033607032,39.236869701890825,162.3250490478283,7.11368667327651
Soybean,Gujarat,89,27,47,5.419882088848897,58.64588036924868,13.344477024062655,44.91603210308592,113.70369418311988,4.765257384848544
Cotton,AP,3,95,204,8.335647389862435,186.7132814477209,18.60649271978502,25.544823367618825,123.6359982358744,6.870845907442642
Wheat,Maharashtra,61,11,12,5.696648435001601,89.48973894587982,33.43880887953694,48.44619221898864,151.07936937358429,4.422094528318443
Wheat,Gujarat,55,132,157,7.933444451427439,253.1747496594051,39.450707253123184,84.50437660449953,168.6249339518886,9.868614133947705
Maize,UP,32,53,110,7.511109637170753,39.42548288519375,27.722717864732353,71.95522254151439,133.8329902353142,5.967963409885479
Rice,TN,30,103,128,8.793004751539652,86.15120235814375,29.890257727273482,71.17978502462663,143.18541442320344,6.495761746767066
Cotton,MP,134,35,59,8.360128975610559,197.73084314352622,39.47375406824736,45.4422093481508,105.67224081905793,7.432774923628184
Jowar,UP,132,129,177,8.70792944067145,203.86065641972206,16.931240265674987,61.95702019850798,184.77848053828902,10.506845167600506
Sugarcane,WB,0,97,71,4.116474728697491,219.78661143603367,12.78364830870544,39.13700746827825,91.98178028502504,6.344780717062219
Soybean,AP,44,39,61,5.486468720897458,262.7123155776114,15.150839088906823,47.01761031579769,94.7867745643545,6.735340214136902
Barley,WB,46,38,53,8.363756809868711,291.3044292749614,19.215292529015883,46.57037350666904,121.89148119753902,6.97002198870776
Soybean,Punjab,29,19,58,5.863562469962153,76.25088048367314,30.432672884906147,74.3159685274093,72.24202941107191,3.8063305211581033
Groundnut,Punjab,80,82,179,4.263714322962054,92.51251934764221,19.06037955008827,56.521924699594145,36.30914499099586,5.119405082846839
Wheat,Bihar,23,89,196,8.643086714400694,130.42552976137756,24.96975344439739,47.77612259512129,166.9868901199545,6.849959885955704
Sugarcane,AP,30,75,106,6.259984871736507,127.19204964297596,10.818348688159332,31.821800070451594,21.947854899773137,3.389297041046785
Groundnut,Gujarat,27,85,28,4.259045369551794,118.96079519368196,38.16975623630097,84.42268600832065,190.03107803820203,6.708326882299282
Cotton,UP,131,42,66,5.419043520230964,37.41357447827319,27.697007303577248,44.92151213240057,187.11831411776143,7.442647612674909
Barley,AP,38,68,37,8.278873066553857,261.57330744030963,26.390173576942093,43.41910225007976,190.9396412740254,7.652790543528777
Rice,UP,82,33,103,7.948324016881598,205.7627445141241,32.34901424762225,45.5260841960426,107.00184689321651,6.762436216608241
Sugarcane,MP,70,122,44,8.986232327378072,240.44747349370772,38.46224444057076,37.976919465924766,150.68205952945485,8.023389808186357
Sugarcane,Gujarat,8,119,161,6.200162651734267,299.93231509303575,28.343234365559486,78.48496723774085,77.56522846246256,7.501736933544677
Wheat,WB,21,14,12,5.512617456751316,157.04510396364373,30.36986721203779,68.64795394014934,137.2898224142947,4.651583260084137
Bajra,UP,126,21,20,4.665740365906294,57.26329155990665,18.35672005369695,68.16054824730317,51.085066594430856,3.7563728183858434
Sugarcane,MP,1,119,127,5.490304198470673,253.25223936661828,34.719016859717385,55.57667500222654,94.38268254549564,6.504005223818291
Maize,AP,90,88,165,4.9981676994422966,227.9211347611815,33.639670263970615,34.82202471036308,87.28500353823574,8.499537618320284
Barley,MP,15,85,68,7.340107452571106,235.09207153074155,10.646929763230435,51.066580004594265,103.82942821671041,6.900486991335697
Barley,TN,4,75,143,7.830907499750969,65.09221587587342,33.33019517709068,79.3770105775464,199.55964805061268,7.0801123373087975
Maize,MP,139,119,161,8.018099369620735,231.2982623625766,15.787644497799585,71.06238501560628,104.59776727431564,8.47760000842442
Jowar,MP,14,60,53,7.760847685245188,185.90916286009227,15.362773231004265,57.21447483143587,47.392359592333605,4.219905456523335
Maize,Bihar,66,65,113,6.451702209429579,34.16659066078116,19.86401424097441,76.5332887222734,168.31404888635674,6.768441908646402
Maize,Punjab,72,107,92,5.962315783891146,101.79856319586293,38.495627668075514,51.34648158884182,97.77160480964014,5.686582886406387
Barley,WB,91,48,198,4.500763001605206,81.68447445225465,27.719035220539222,76.09948715213193,186.2245124715825,7.6461073869818605
Soybean,TN,62,108,9,6.893238663450488,101.51825142800323,38.37808647603629,58.646431867928726,140.66552809448663,6.142968463865277
Barley,TN,99,78,185,6.264150055338116,75.94079957134655,12.350830058153655,40.23415629518705,142.62045302595914,7.7060030535837605
Bajra,Punjab,24,36,48,5.216276212736312,131.3999142179441,25.964920527477027,62.753176906399084,144.0222977731142,6.03763022693439
Wheat,Maharashtra,40,125,139,8.012818871595679,80.76291068174164,25.15162117486299,69.29537199713184,51.09822350387314,5.289436503714628
Groundnut,UP,27,94,74,7.5553841650490074,130.90921309874312,23.27238913579083,68.3242886253633,136.6658559866649,7.167474470976648
Soybean,MP,110,57,73,6.840801140520849,24.644663122878136,39.74351919787346,70.90419618681398,153.0495362197949,6.274247987676212
