crop,region,month,temperature,humidity,rainfall,pest_alert
Bajra,Maharashtra,10,13.686759046723978,23.50892742149654,193.28626701944313,Stem Borer
Rice,Punjab,6,20.378157185395914,26.099608743660557,219.23790599252786,Root Rot
Jowar,Bihar,3,28.579821914717137,67.46648687591528,200.27207647507953,Root Rot
Bajra,WB,9,23.47238034902226,61.61314343709415,162.64426355767233,Leaf Curl
Jowar,Punjab,10,16.080887420397666,64.25542296554892,58.53005043457536,Aphids
Cotton,Punjab,1,27.676112196743034,30.98450213815589,124.37285526079232,None
Rice,Maharashtra,9,27.00097178024088,56.14469375964686,189.369502864899,Aphids
Barley,WB,3,25.73342435562546,73.73690217181921,83.29963763995664,Rust Fungus
Soybean,Maharashtra,9,12.716683363320945,67.87134537618596,198.5940756799076,Leaf Curl
Groundnut,Bihar,10,37.810764782686924,50.708146339847374,85.59862002692665,Blight
Maize,Maharashtra,1,27.76765911104309,27.24503593412409,47.40035923696114,Aphids
Wheat,UP,8,17.919752415959717,80.9455149748184,110.81472209647272,Stem Borer
Barley,TN,6,30.62254571183562,56.8343039290789,96.37102224383673,None
Rice,Bihar,9,19.53723972606662,82.27625318567564,246.92484512198254,Blight
Groundnut,Haryana,4,25.175680803232776,50.70900779296081,155.41187179360227,Aphids
Barley,Gujarat,12,20.23395313176949,36.59091174563238,37.93177964155881,Leaf Curl
Rice,Gujarat,5,36.41182079613078,41.51891071688125,248.3587552030332,Root Rot
Sugarcane,WB,6,39.81941753604791,49.27045291796143,95.2327109370681,Wilt
Sugarcane,UP,12,14.83546195983696,62.99561932330067,179.0047643114609,Blight
Jowar,Punjab,9,10.707368516697906,73.82376917791893,171.62687767127971,Mosaic Virus
Barley,UP,6,16.579675209461275,36.98484422966078,292.0445334033693,Root Rot
Sugarcane,TN,9,27.698559492928403,33.14053444635375,91.38187590172232,Root Rot
Rice,Bihar,2,15.218534187325991,34.18611453053663,60.651648624981384,Blight
Jowar,WB,4,34.3445327381846,85.4149845308062,92.35858728382873,Root Rot
Rice,UP,3,22.260117303833272,31.476419759426,181.40921258761497,Leaf Curl
Jowar,MP,4,28.315982221423887,44.20202823778351,80.9121030379154,Rust Fungus
Barley,Punjab,1,23.668535248685767,54.010733419773636,115.33177219218165,Wilt
Groundnut,UP,2,37.09983764856861,58.93424399348145,204.25536049856495,Root Rot
Soybean,WB,4,11.054060111868333,80.06596003828864,52.61438762885018,Wilt
Bajra,MP,10,31.87905686969799,27.90186904074068,284.68518773478297,Root Rot
Groundnut,Haryana,4,29.565164000225998,27.56093752142418,169.0586481102108,Aphids
Cotton,Bihar,5,29.485450929572796,42.14867549188745,155.4070839400491,None
Rice,Bihar,9,22.419681791146154,48.924102026647105,121.65246710394909,Root Rot
Cotton,Haryana,1,10.470256854276926,46.16429633760478,88.78613132836215,Wilt
Groundnut,Maharashtra,8,30.677221659038736,47.433126417804104,155.35220242092979,Wilt
Jowar,Gujarat,3,34.8841363842476,79.60185007542607,156.15627185848788,Root Rot
Bajra,MP,9,12.556909329620444,78.56678237871769,35.71415505905068,Blight
Bajra,Punjab,11,23.24852512731906,76.38509139498964,257.26840699140655,Root Rot
Wheat,UP,8,14.877845618411627,72.86964674495617,249.81351261905507,Root Rot
Bajra,TN,8,28.32813359288825,22.82724854315995,145.3858467721774,Rust Fungus
Soybean,Gujarat,9,33.5681462907711,30.45713919081385,114.29171319571714,Wilt
Bajra,WB,4,30.00119694782219,71.25348504072737,159.70096584605434,Rust Fungus
Groundnut,Maharashtra,12,19.541802114576562,61.63907463302835,82.0016415157312,Rust Fungus
Wheat,Punjab,5,14.191981084971514,67.17612045252605,20.235864588964976,Stem Borer
Groundnut,TN,12,33.82804438151386,70.18519701434059,119.20452083443587,Aphids
Groundnut,TN,7,19.717505754780763,83.79552968021454,25.04146258726927,Wilt
Maize,Punjab,2,10.664194952332783,64.46000617069768,31.39669689488491,Aphids
Wheat,Maharashtra,7,27.142636430477523,39.289720007289226,28.251631313049618,Leaf Curl
Groundnut,WB,12,17.40031930700135,25.81111559150525,266.41657236541164,Root Rot
Maize,Haryana,3,35.23617995074531,50.24593103614451,60.20998632131667,Aphids
Maize,Gujarat,6,14.297656131723357,69.68946958115606,91.21474019712042,Stem Borer
Wheat,AP,6,23.04402547177751,39.73309805153484,157.27441137628256,Stem Borer
Cotton,AP,6,17.593906108330355,28.40555210073049,168.20701724546774,Rust Fungus
Jowar,Maharashtra,10,30.68804857663244,89.91196873275848,54.179171512863974,Stem Borer
Soybean,TN,2,26.455927280722648,49.32120556827337,274.6637777638022,Root Rot
Jowar,UP,9,33.72963157745788,35.142035403287636,84.70295161713324,Leaf Curl
Bajra,Haryana,8,23.758377256709565,31.518915715312403,283.9248534584367,Root Rot
Soybean,Haryana,7,10.144252946331868,80.39476659296582,91.92522251657158,Mosaic Virus
Bajra,Maharashtra,11,16.45589441618487,77.37227147832695,20.726297589197536,Blight
Groundnut,WB,12,39.97471324582821,62.932441234392606,292.1211815825062,Root Rot
Rice,Maharashtra,12,22.160349679285307,58.302985775534815,155.44056680288145,Mosaic Virus
Wheat,UP,9,28.607053236586765,86.6007303351839,266.0501037931334,Root Rot
Soybean,Bihar,4,37.14794824176272,35.97873363504148,225.6160253278613,Root Rot
Soybean,AP,2,10.615725464352654,49.07755171756271,70.12524421283536,Wilt
Groundnut,Maharashtra,4,29.788221891921857,21.726550127498395,256.6752460296175,Root Rot
Cotton,Haryana,12,18.651309219353102,49.30128370164057,34.30193924308958,Blight
Maize,WB,10,18.377447660572944,46.89515641614845,162.11629233857764,Stem Borer
Groundnut,AP,11,16.745542097449206,86.46452675730757,91.15169707639848,Wilt
Sugarcane,MP,3,34.681876488734794,45.076270487581624,121.24413885912281,Mosaic Virus
Maize,Punjab,2,21.188431973394835,78.4352481542954,231.96793194432436,Root Rot
Wheat,Haryana,2,12.013496147812772,73.66155616603,211.34737690523826,Rust Fungus
Maize,MP,8,12.905534736494893,30.309043498809054,143.22338694611418,Stem Borer
Cotton,WB,5,14.458430880604062,87.39020560337072,32.857145275016265,Blight
Maize,Haryana,12,36.96782761752776,64.1676025120782,31.17640416803293,Wilt
Wheat,Maharashtra,6,22.823302795220272,61.75853691086025,216.6172702252227,Root Rot
Cotton,Haryana,8,37.481480187985625,20.819381086481982,285.6722787538358,Aphids
Jowar,WB,7,34.52438418286373,68.9447555550469,257.23481475366975,Root Rot
Soybean,Haryana,7,35.136478637735436,23.89402051023368,54.211533806917174,Blight
Soybean,UP,12,18.60495433395498,32.97665682951087,53.94352508421735,Root Rot
Bajra,TN,7,18.13943238128607,26.903468781107154,190.94795851727315,Aphids
Jowar,MP,12,26.80205139513484,46.4744146133887,204.13146115499853,Root Rot
Jowar,Bihar,11,22.537748859698524,75.69980514930077,192.61696113653628,Rust Fungus
Maize,TN,11,25.2718206490104,69.51670822185403,267.90995037275474,Root Rot
Soybean,WB,7,11.596126055730984,27.468660031545866,84.6813050040907,Aphids
Wheat,AP,8,39.14770573787584,75.89228349487166,68.2424629969394,Mosaic Virus
Barley,UP,1,11.745064235203694,52.259299835462066,275.96691449778706,Root Rot
Barley,MP,3,15.36493892985662,22.28415445216337,222.20189515826115,Root Rot
Cotton,WB,1,30.34601574505774,35.667852218426745,219.28360804976055,Aphids
Soybean,MP,8,14.665046551857495,74.96298695774607,113.90608559358483,None
Soybean,Haryana,2,13.20609783123367,71.33098172461854,195.80415433916795,Stem Borer
Barley,Gujarat,7,14.608611441127664,33.18457862021249,223.47656620794078,Root Rot
Soybean,Maharashtra,6,11.857607296492272,22.65993454144071,188.07718502969922,Root Rot
Maize,TN,11,17.53956220775033,40.66413607901242,226.14182911716173,Root Rot
Sugarcane,Haryana,1,18.133578130444437,75.64488280373172,185.21410615493411,Leaf Curl
Rice,Punjab,12,24.95866262644965,85.68733374166476,294.96894060443975,Blight
Jowar,AP,6,23.16167551614325,60.10199444499891,157.760927178076,Wilt
Bajra,Punjab,9,24.211402454465354,26.37726984786407,23.491315573267265,Stem Borer
Cotton,Punjab,3,28.48118512626708,55.14603086267766,65.7359121622219,Rust Fungus
Sugarcane,UP,12,16.928842937486316,89.91539605324775,289.9643377862365,Root Rot
Barley,Bihar,7,14.041123932756854,85.70683087438357,151.46573825406318,Stem Borer
Jowar,TN,4,36.366348359366306,89.52477027310887,53.746007147889095,Stem Borer
Soybean,Gujarat,1,29.01824018706854,68.95902975027491,63.62964582266806,Root Rot
Bajra,Haryana,7,11.819898818043988,49.82619952140081,28.105878583500434,Aphids
Soybean,Punjab,1,38.83154949702461,82.51906920661057,83.37506868410497,Blight
Wheat,Punjab,11,30.792055068052267,82.66263241312863,296.2606646845274,Root Rot
Wheat,AP,4,14.551139262610349,30.105538312526356,112.06826222136456,None
Bajra,Gujarat,9,39.07403295029202,74.27700997681389,90.07057854098868,Rust Fungus
Bajra,Gujarat,5,20.96222029748899,84.35166636172892,206.93391377827274,Root Rot
Barley,Gujarat,7,39.535302395943106,82.89637738151548,208.77538360061598,Root Rot
Bajra,Haryana,7,13.098268881798655,69.47835321975953,290.9933959796336,Root Rot
Maize,TN,12,14.799076511064872,57.61508347761475,224.287363759932,Root Rot
Soybean,TN,3,29.722586526245326,74.37244850247944,50.790689807395815,None
Sugarcane,Haryana,11,10.664303954982197,56.13090889756016,295.9674485379874,Root Rot
Groundnut,UP,8,10.56068923654707,42.486384859155,230.06643292395518,Root Rot
Bajra,Haryana,1,33.75948496674701,38.12569455992407,92.58061571238576,Root Rot
Cotton,Maharashtra,4,15.03340995219461,57.84600572629271,93.1348708741013,Wilt
Wheat,WB,10,37.563699777628216,51.916841635978216,288.7992256044752,Root Rot
Maize,Maharashtra,4,22.776884865141152,56.71466876236829,73.93822484919308,Leaf Curl
Jowar,UP,2,36.20957062897827,38.248783597606035,83.72451631771138,Stem Borer
Groundnut,UP,6,22.532907522595856,61.34081850336645,120.50075959194008,Rust Fungus
Sugarcane,Haryana,1,25.9069001491642,66.34520938293576,210.25199571288255,Root Rot
Groundnut,Haryana,3,19.495424850292384,76.47942255777312,140.3227302446898,Aphids
Bajra,Bihar,9,29.742292532678054,61.299119586405325,107.15396647969251,None
Barley,AP,12,19.546034978291985,72.92495616569059,94.93477258920284,Wilt
Wheat,Maharashtra,10,16.695102935501478,31.856972817671313,55.02686482244384,Aphids
Wheat,TN,6,12.431419358881023,28.474388633376158,172.9515692583904,Rust Fungus
Jowar,Bihar,2,11.7300804348354,32.57487632823104,96.55537378256108,Wilt
Barley,Gujarat,12,19.17923059606867,79.2385585272349,112.81526976230953,Stem Borer
Soybean,MP,12,32.09420035747766,58.93049201560569,22.18295498169865,None
Rice,TN,9,16.16860199030849,51.87206620707681,168.747128908306,Aphids
Maize,Gujarat,2,18.9768235041849,73.35115966460862,214.9985270893547,Root Rot
Wheat,Bihar,12,37.155142555663716,28.68545408690185,279.70949267115077,Rust Fungus
Cotton,Punjab,7,29.17472487433962,20.434557461091693,75.19555969055146,Mosaic Virus
Wheat,Bihar,1,37.591671682659296,41.767536691143015,277.4214935379995,Rust Fungus
Groundnut,Bihar,5,37.33678102010902,37.4226033835064,121.11655846930435,Aphids
Wheat,Bihar,7,11.902320474570697,41.51315808377433,244.6699812365555,Root Rot
Wheat,Haryana,3,38.650279747850945,88.1498542988553,271.1045677562928,Root Rot
Rice,Maharashtra,4,11.53533877183767,59.74220199572657,289.1820708701009,Root Rot
Rice,Bihar,5,37.768567532454604,61.23783332643391,111.12427974246611,Leaf Curl
Sugarcane,Haryana,3,26.402003099701478,65.8968501457382,92.92702673224669,Blight
Soybean,Gujarat,6,25.995687486321742,47.84078258494593,143.07800410149727,Blight
Cotton,AP,3,31.39792187859457,88.52831414938626,175.30295061425224,Aphids
Wheat,Maharashtra,8,36.376338122851905,88.12829949420899,213.3816797012708,Root Rot
Wheat,Gujarat,7,28.510136669837706,73.84717189636278,213.72570540860673,Root Rot
Maize,UP,1,22.761995613439645,34.818451757490486,52.66188839902155,Stem Borer
Rice,TN,2,13.356680289543204,81.61377804604155,191.3089184315784,Blight
Cotton,MP,4,33.67627917684636,27.064391849784602,67.00323782907816,Aphids
Jowar,UP,5,13.848804774124154,64.09263778639026,219.18309688015486,Root Rot
Sugarcane,WB,11,31.79097583597729,52.005059909258456,293.44256771988586,Root Rot
Soybean,AP,10,25.83774837346078,22.745097114223412,235.85195132546403,Root Rot
Barley,WB,11,21.575077742742053,83.2734907164346,214.52583493770967,Root Rot
Soybean,Punjab,4,28.38959158760103,87.27649911651625,41.69569614343921,Rust Fungus
Groundnut,Punjab,4,33.17068258223629,83.51761746159445,71.69724914428417,Blight
Wheat,Bihar,9,38.234188553518635,33.47267588493121,119.46736804435454,Rust Fungus
Sugarcane,AP,4,17.940906485133997,43.30873308913044,281.37373550072306,Root Rot
Groundnut,Gujarat,4,38.41390480635095,86.90130607406181,112.64967347820605,Wilt
Cotton,UP,4,38.82844137963376,27.44967608609606,247.8560846958665,Aphids
Barley,AP,2,34.40891543439041,60.83133204649775,49.050372315555684,Leaf Curl
Rice,UP,8,36.44311524827047,53.98657399293115,205.36062261962158,Root Rot
Sugarcane,MP,4,30.77282541151515,30.632904128221107,238.15048070172037,Root Rot
Sugarcane,Gujarat,5,11.17291659793854,82.06042449456262,172.01809876411144,Rust Fungus
Wheat,WB,8,27.252356341161764,29.390810082471482,234.71685779785275,Root Rot
Bajra,UP,4,32.41613688882316,61.489487257369326,222.62626244435972,Root Rot
Sugarcane,MP,5,38.25109404119005,42.27266176401285,153.55460544287808,Blight
Maize,AP,5,27.11355541056621,49.25867981238625,262.3453399392769,Root Rot
Barley,MP,6,33.8260203477215,34.79517299603349,115.65620917333271,Blight
Barley,TN,7,31.15116152633482,63.7268345779169,139.11449408260515,Aphids
Maize,MP,3,18.424086656427455,89.20742394479612,171.16108442900082,Leaf Curl
Jowar,MP,10,14.641842254540757,78.34801683719698,56.59562352508934,Rust Fungus
Maize,Bihar,11,32.52715986033701,67.82440996036195,164.28895059191828,Root Rot
Maize,Punjab,3,17.013050835385222,72.94668964474414,110.75249614621525,Mosaic Virus
Barley,WB,9,17.34074663890423,78.75006747781714,91.86635491836992,None
Soybean,TN,1,29.318387161019427,53.07829665432304,181.5137966657017,None
Barley,TN,10,33.67205392088586,59.69309440433112,112.28883445227471,None
Bajra,Punjab,12,27.469962785837087,82.68379287232437,259.5421562082214,Root Rot
Wheat,Maharashtra,8,36.54949461637214,68.71631338703205,134.79421798825888,Root Rot
Groundnut,UP,10,16.343298077520235,29.52162437714948,135.65053321767311,Leaf Curl
Soybean,MP,3,17.572432886222188,74.56750323697518,294.94379224837496,Root Rot
Rice,AP,5,29.108665124723334,21.589442182080703,115.62755000640756,Aphids
Groundnut,MP,3,34.88104553854891,79.32688953044348,56.816065936907506,Wilt
Wheat,AP,10,26.180554050347006,75.18095255990636,265.4433159957442,Root Rot
Bajra,MP,1,10.311447199076385,78.15221898541193,276.75953899038564,Root Rot
Bajra,TN,10,30.308293876208232,21.65147822209757,83.40600981652935,Rust Fungus
Rice,Maharashtra,5,34.40747299053804,88.07141838856377,266.9815734296157,Blight
Soybean,Punjab,8,18.296308836879223,62.9892419413213,158.4759139148749,Mosaic Virus
Jowar,Gujarat,5,11.625946866468023,76.00338752285923,32.16086116308186,Root Rot
Maize,Haryana,4,25.538559343226446,59.65913723597286,173.67268939565835,Root Rot
Soybean,WB,9,11.264656610528602,43.7824521322341,257.656452822798,Root Rot
Jowar,Gujarat,1,22.48050231745733,40.73038571614717,131.0618462932087,Stem Borer
Bajra,WB,5,10.534535334108863,24.895377026103915,174.28001335327912,Root Rot
Barley,UP,1,16.749001687238096,57.976046028915,59.37200542048784,Stem Borer
Wheat,Punjab,6,21.664673556607298,30.051240864676096,255.8151496104928,Root Rot
Rice,AP,10,13.351176692357736,59.72621692266396,49.9292694597699,Root Rot
Wheat,Gujarat,9,13.424677119660497,63.74413553644812,46.440128817991685,Blight
Cotton,Gujarat,11,34.81185220976877,50.94564885782141,281.39634563003057,Aphids
Cotton,WB,2,11.242716002721986,30.942738821999644,264.5724175046218,Root Rot
Soybean,Gujarat,4,30.668987460209372,50.28951636896304,180.9649492269682,Rust Fungus
Bajra,AP,8,34.43446148048055,81.50703819728716,49.7230938144775,Blight
Bajra,Punjab,3,13.921670624069169,52.06334548972556,172.87611464191556,None
Maize,UP,7,15.861122035404179,43.99106207006086,277.75194301460664,Root Rot
Maize,Haryana,12,29.244799047850883,64.08347707947999,191.459370784442,Wilt
Maize,Punjab,7,19.469398382296568,63.32035860670815,75.50667609736595,Stem Borer
Barley,Bihar,2,24.292692137047005,26.343154867691915,273.63260752559387,Root Rot
Groundnut,UP,12,35.08008124839196,36.55433978918957,262.3277533755884,Root Rot
Sugarcane,Gujarat,10,14.139495141528695,54.608328811864745,173.04447847193381,Aphids
Groundnut,AP,4,28.58957565714118,45.64317509540855,258.6281180006935,Root Rot
Wheat,Maharashtra,1,38.271931668424,42.39698380922373,35.78139111427839,Rust Fungus
Groundnut,Gujarat,8,11.723998890615116,51.19995944602796,149.1307472334388,Mosaic Virus
Barley,TN,10,11.800202949542836,40.32198639971487,69.8649552153953,Rust Fungus
Wheat,TN,10,26.642271178529114,44.323019291009544,254.51147850627797,Root Rot
Groundnut,Maharashtra,9,38.80227388282988,74.15408551000822,291.93354987607364,Root Rot
Barley,Haryana,1,16.614209271003663,55.71616930566781,280.59580970764216,Root Rot
Sugarcane,TN,11,19.923759091486016,81.0999126067631,160.9375665658222,Leaf Curl
Groundnut,Haryana,7,12.95943923643621,86.39921799822842,163.0792172457482,Leaf Curl
Barley,UP,1,20.867416913105494,84.54541107860607,274.3040246735743,Root Rot
Maize,Maharashtra,12,11.3299744006024,37.75977648526669,222.08907292867357,Root Rot
Bajra,Haryana,1,21.672819932342296,53.10201508717944,40.8894506663145,Root Rot
Maize,Bihar,9,26.664633248260927,57.45365280405913,55.93527605356539,Aphids
Bajra,Haryana,10,39.250144800527835,79.65335282929149,286.4822901104418,Root Rot
Rice,MP,10,34.5516393892585,59.13144681253688,122.44903497317055,Stem Borer
Rice,UP,6,34.661962323260475,37.690084340028974,72.46067667374473,Wilt
Rice,Bihar,1,16.844329737165914,58.32773796737696,225.9497550514405,Root Rot
Sugarcane,Maharashtra,7,12.617041065065353,23.099914597044076,266.31273197915186,Root Rot
Maize,WB,3,28.09224112312731,78.38961593344459,77.83535666222141,Stem Borer
Bajra,Gujarat,10,25.634145851673022,59.61995621298446,90.4020916960076,Root Rot
Barley,AP,4,25.49511629732894,65.62020466608257,271.9834534352033,Root Rot
Wheat,TN,4,13.270239586021296,34.06573909638288,23.68796326333468,Rust Fungus
Barley,MP,8,24.816546827899774,59.06941337907258,274.2260653863307,Root Rot
Wheat,MP,1,14.51067221798705,57.14458232411749,30.993433393126697,Rust Fungus
Cotton,WB,8,22.663437811355145,63.37416630795484,46.71286590568894,Wilt
Barley,Gujarat,9,11.86487897934448,79.31940358875005,261.43709970292304,Root Rot
Groundnut,Gujarat,11,35.706777982257066,73.5176922402546,89.55752344454771,Wilt
Groundnut,TN,7,10.395402589177534,58.281208634644486,82.91458300736834,Blight
Soybean,Haryana,1,38.17969418335989,82.53821611370955,256.3559883844541,Root Rot
Maize,Maharashtra,7,35.88675468186817,45.08928437468501,171.81423017617826,Stem Borer
Wheat,Gujarat,6,32.57824217707909,54.478557405158845,118.17332156785048,None
Wheat,Gujarat,5,39.47651746857174,65.4603802556035,219.98502060489807,Root Rot
Maize,AP,5,11.614599913827494,50.853668276765895,246.72879513563234,Root Rot
Sugarcane,Bihar,1,29.2479131815704,45.299274960152204,261.57521766212477,Root Rot
Soybean,Bihar,6,35.47906271415148,27.867597618723476,53.418555802741125,Blight
Sugarcane,AP,4,13.79851289592308,64.51296344307822,183.1126007883361,Aphids
Sugarcane,Punjab,1,27.54324935999582,33.4824455716463,209.90131448708442,Root Rot
Sugarcane,Maharashtra,12,21.817657260840154,29.677848339959013,52.61282612346295,Wilt
Maize,Gujarat,8,23.0748134004128,32.75070246657184,190.83518926311316,Stem Borer
Sugarcane,TN,8,37.375722561556785,68.19363478338077,28.942755957008323,Mosaic Virus
Groundnut,Maharashtra,12,26.15954350824197,29.685146339166007,115.63980830837747,Blight
Rice,WB,11,12.797861345389725,88.3365208267798,68.1644767467051,Blight
Cotton,MP,4,38.116485215332865,73.0978963478683,177.13781771914094,Aphids
Wheat,Gujarat,7,15.556335116886864,47.4914295516326,73.50598858933577,Wilt
Wheat,Punjab,3,36.77910449416191,61.52979264538894,240.9603258279553,Root Rot
Cotton,TN,8,39.1276216325608,20.533865017368726,53.92090620357169,Aphids
Maize,Maharashtra,7,36.33512389482087,79.11723553602835,232.19212323887749,Root Rot
Barley,UP,5,30.314013334267614,38.984809832090946,47.694431378841706,Stem Borer
Maize,MP,5,32.30655459469271,25.031859340079272,143.8703114890601,None
Wheat,Gujarat,9,30.996017312942655,73.06832303631575,215.58959350479418,Root Rot
Wheat,Maharashtra,6,23.81573163565188,43.07071638512873,65.21104194453005,Aphids
Cotton,Maharashtra,6,18.232591562355616,59.72788107422356,230.656327380559,Root Rot
Sugarcane,TN,2,18.55008189853089,79.08220845113337,286.9551368433297,Root Rot
Maize,MP,11,31.935035838584128,74.31519524616115,124.55236239615193,Stem Borer
Bajra,Bihar,5,28.781093449616506,43.5785754656781,20.050484773046648,Root Rot
Cotton,Bihar,12,27.546521019074405,80.80876105706781,153.51228853530324,Rust Fungus
Groundnut,UP,4,29.57826513773193,47.21949401452449,272.6835124314763,Root Rot
Wheat,Haryana,10,33.243587062926665,55.00166753224158,206.2016715400499,Root Rot
Cotton,AP,3,32.450227439366,62.87210691042307,216.92010827033238,Aphids
Maize,Gujarat,9,13.161892173772056,24.96865746547763,241.89071356955571,Root Rot
Wheat,TN,11,20.89105149120143,61.80146854008695,274.2970372751771,Root Rot
Barley,Gujarat,12,17.91901410352257,60.41920685784688,54.945115253113315,Leaf Curl
Cotton,TN,7,26.147159866724355,81.14461324437023,185.25866960097608,Stem Borer
Soybean,Bihar,4,11.842482471147363,44.756471109076855,269.12498904307455,Root Rot
Wheat,TN,9,32.873921424775205,36.95320746054571,237.2489351416037,Root Rot
Maize,MP,9,13.195820012881715,53.35601683909683,89.70371579226392,None
Rice,Haryana,12,18.142060777318537,68.11321546750241,264.88977828375903,Root Rot
Bajra,UP,7,33.48224515663143,59.33259661166968,102.34897486288543,Blight
Jowar,Punjab,5,11.546799487561254,29.6744670388102,135.0481846131853,Aphids
Sugarcane,Bihar,9,29.806032056679747,44.35241408452002,71.97927283997097,Stem Borer
Jowar,Punjab,7,37.73434815383159,24.465003440262812,267.86346230589436,Root Rot
Maize,Punjab,9,28.529134515633636,71.75284194546633,46.04407397611172,None
Groundnut,WB,11,31.379724622042325,81.8063825981976,298.3504883785575,Root Rot
Groundnut,Haryana,3,33.768006175676405,23.197110341665585,112.03054243399991,None
Rice,AP,11,16.667389665584544,56.77992437367861,219.02645462351276,Root Rot
Sugarcane,Maharashtra,9,27.428917540376897,59.618602336262676,56.04336164702222,Rust Fungus
Soybean,MP,1,19.271701480905676,50.717951670101456,156.6016506115533,Blight
Rice,TN,5,17.48486137675916,55.19136150374587,31.236961913822434,Aphids
Jowar,Gujarat,2,15.773692452566634,69.7249713446875,265.951873427118,Root Rot
Rice,AP,1,27.562918459081324,53.86079482249288,145.00021801503965,Root Rot
Jowar,Gujarat,3,33.83595779661415,84.37564937660935,227.9711338586354,Root Rot
Wheat,UP,7,36.27667192565337,57.86116583767066,270.4640752099547,Root Rot
Groundnut,UP,3,22.85757838425578,25.02576616971503,39.206674951498435,None
Wheat,MP,10,21.186970005938164,86.73272624418284,163.20352898652303,Wilt
Bajra,TN,10,30.61920706301773,30.27674911839714,73.07151224376094,None
Sugarcane,TN,11,33.41077725557052,74.91219300108348,39.321967025918966,None
Soybean,Bihar,9,17.5995801001719,56.883398053026134,194.16927100098695,Rust Fungus
Jowar,TN,3,18.9187265263311,71.86247179884197,51.94710162458014,Rust Fungus
Soybean,Maharashtra,11,26.001799574528512,55.94009189269548,157.7418351860503,Rust Fungus
Jowar,AP,6,23.33157063519831,24.12791402328254,75.13716492015176,Root Rot
Maize,AP,2,31.173631991791666,46.244815078268296,75.36198527511465,Stem Borer
Rice,Gujarat,8,25.134549729632376,63.44801874283682,166.43839685020467,Blight
Bajra,WB,10,13.34797317167748,64.02175529728743,175.5091097824278,Leaf Curl
