crop,region,month,temperature,humidity,rainfall,rainfall_next_7d
Maize,TN,11,25.2718206490104,69.51670822185403,267.90995037275474,285.94806250061964
Soybean,WB,7,11.596126055730984,27.468660031545866,84.6813050040907,106.69025909398108
Wheat,AP,8,39.14770573787584,75.89228349487166,68.2424629969394,60.58306577247159
Barley,UP,1,11.745064235203694,52.259299835462066,275.96691449778706,312.2318175540065
Barley,MP,3,15.36493892985662,22.28415445216337,222.20189515826115,293.0031736382569
Cotton,WB,1,30.34601574505774,35.667852218426745,219.28360804976055,271.76616642627187
Soybean,MP,8,14.665046551857495,74.96298695774607,113.90608559358483,73.32846974094176
Soybean,Haryana,2,13.20609783123367,71.33098172461854,195.80415433916795,153.5342013482444
Barley,Gujarat,7,14.608611441127664,33.18457862021249,223.47656620794078,266.44120779973855
Soybean,Maharashtra,6,11.857607296492272,22.65993454144071,188.07718502969922,223.34820762237442
Maize,TN,11,17.53956220775033,40.66413607901242,226.14182911716173,189.08429262127024
Sugarcane,Haryana,1,18.133578130444437,75.64488280373172,185.21410615493411,184.578098816626
Rice,Punjab,12,24.95866262644965,85.68733374166476,294.96894060443975,343.57371198603965
Jowar,AP,6,23.16167551614325,60.10199444499891,157.760927178076,135.61130156842978
Bajra,Punjab,9,24.211402454465354,26.37726984786407,23.491315573267265,38.47264395392034
Cotton,Punjab,3,28.48118512626708,55.14603086267766,65.7359121622219,82.0698029288638
Sugarcane,UP,12,16.928842937486316,89.91539605324775,289.9643377862365,309.42768314209695
Barley,Bihar,7,14.041123932756854,85.70683087438357,151.46573825406318,178.63320179988912
Jowar,TN,4,36.366348359366306,89.52477027310887,53.746007147889095,38.99937401680369
Soybean,Gujarat,1,29.01824018706854,68.95902975027491,63.62964582266806,61.66455888598618
Bajra,Haryana,7,11.819898818043988,49.82619952140081,28.105878583500434,36.72197668502225
Soybean,Punjab,1,38.83154949702461,82.51906920661057,83.37506868410497,73.3081817846422
Wheat,Punjab,11,30.792055068052267,82.66263241312863,296.2606646845274,246.58369570173463
Wheat,AP,4,14.551139262610349,30.105538312526356,112.06826222136456,96.96268535456768
Bajra,Gujarat,9,39.07403295029202,74.27700997681389,90.07057854098868,107.3671029356009
Bajra,Gujarat,5,20.96222029748899,84.35166636172892,206.93391377827274,154.39355912729835
Barley,Gujarat,7,39.535302395943106,82.89637738151548,208.77538360061598,164.71745244751042
Bajra,Haryana,7,13.098268881798655,69.47835321975953,290.9933959796336,219.96117072037654
Maize,TN,12,14.799076511064872,57.61508347761475,224.287363759932,261.20722587186776
Soybean,TN,3,29.722586526245326,74.37244850247944,50.790689807395815,92.25660156590531
Sugarcane,Haryana,11,10.664303954982197,56.13090889756016,295.9674485379874,245.47206630705944
Groundnut,UP,8,10.56068923654707,42.486384859155,230.06643292395518,249.94849120979794
Bajra,Haryana,1,33.75948496674701,38.12569455992407,92.58061571238576,89.35117339506039
Cotton,Maharashtra,4,15.03340995219461,57.84600572629271,93.1348708741013,89.50324406214528
Wheat,WB,10,37.563699777628216,51.916841635978216,288.7992256044752,233.45801821773188
Maize,Maharashtra,4,22.776884865141152,56.71466876236829,73.93822484919308,54.81865801582283
Jowar,UP,2,36.20957062897827,38.248783597606035,83.72451631771138,118.31170006226029
Groundnut,UP,6,22.532907522595856,61.34081850336645,120.50075959194008,131.84781954704042
Sugarcane,Haryana,1,25.9069001491642,66.34520938293576,210.25199571288255,144.21328886352975
Groundnut,Haryana,3,19.495424850292384,76.47942255777312,140.3227302446898,151.00536011902227
Bajra,Bihar,9,29.742292532678054,61.299119586405325,107.15396647969251,128.8530876565994
Barley,AP,12,19.546034978291985,72.92495616569059,94.93477258920284,78.59620896151495
Wheat,Maharashtra,10,16.695102935501478,31.856972817671313,55.02686482244384,63.22191459735137
Wheat,TN,6,12.431419358881023,28.474388633376158,172.9515692583904,167.34366564350276
Jowar,Bihar,2,11.7300804348354,32.57487632823104,96.55537378256108,98.72974291746824
Barley,Gujarat,12,19.17923059606867,79.2385585272349,112.81526976230953,153.78644149709206
Soybean,MP,12,32.09420035747766,58.93049201560569,22.18295498169865,24.997108529412756
Rice,TN,9,16.16860199030849,51.87206620707681,168.747128908306,139.46300753346392
Maize,Gujarat,2,18.9768235041849,73.35115966460862,214.9985270893547,243.21792495739703
Wheat,Bihar,12,37.155142555663716,28.68545408690185,279.70949267115077,247.51889511458438
Cotton,Punjab,7,29.17472487433962,20.434557461091693,75.19555969055146,31.28408729591888
Wheat,Bihar,1,37.591671682659296,41.767536691143015,277.4214935379995,254.43576711506606
Groundnut,Bihar,5,37.33678102010902,37.4226033835064,121.11655846930435,91.0153409646167
Wheat,Bihar,7,11.902320474570697,41.51315808377433,244.6699812365555,245.41092662412584
Wheat,Haryana,3,38.650279747850945,88.1498542988553,271.1045677562928,291.99349547354075
Rice,Maharashtra,4,11.53533877183767,59.74220199572657,289.1820708701009,316.16813696374953
Rice,Bihar,5,37.768567532454604,61.23783332643391,111.12427974246611,102.40023059567461
Sugarcane,Haryana,3,26.402003099701478,65.8968501457382,92.92702673224669,106.78350162980738
Soybean,Gujarat,6,25.995687486321742,47.84078258494593,143.07800410149727,187.06224939842795
Cotton,AP,3,31.39792187859457,88.52831414938626,175.30295061425224,114.89530260358858
Wheat,Maharashtra,8,36.376338122851905,88.12829949420899,213.3816797012708,230.5566561007493
Wheat,Gujarat,7,28.510136669837706,73.84717189636278,213.72570540860673,207.9532572146342
Maize,UP,1,22.761995613439645,34.818451757490486,52.66188839902155,37.99773599795586
Rice,TN,2,13.356680289543204,81.61377804604155,191.3089184315784,152.98871291362119
Cotton,MP,4,33.67627917684636,27.064391849784602,67.00323782907816,48.03268680022881
Jowar,UP,5,13.848804774124154,64.09263778639026,219.18309688015486,264.2063704636098
Sugarcane,WB,11,31.79097583597729,52.005059909258456,293.44256771988586,220.84420969175218
Soybean,AP,10,25.83774837346078,22.745097114223412,235.85195132546403,240.8442791438766
Barley,WB,11,21.575077742742053,83.2734907164346,214.52583493770967,190.50484729488133
Soybean,Punjab,4,28.38959158760103,87.27649911651625,41.69569614343921,36.64649446533782
Groundnut,Punjab,4,33.17068258223629,83.51761746159445,71.69724914428417,74.83251534047164
Wheat,Bihar,9,38.234188553518635,33.47267588493121,119.46736804435454,112.82129129131991
Sugarcane,AP,4,17.940906485133997,43.30873308913044,281.37373550072306,275.56084207443695
Groundnut,Gujarat,4,38.41390480635095,86.90130607406181,112.64967347820605,116.02196199493977
Cotton,UP,4,38.82844137963376,27.44967608609606,247.8560846958665,254.72187370686484
Barley,AP,2,34.40891543439041,60.83133204649775,49.050372315555684,43.18843570381354
Rice,UP,8,36.44311524827047,53.98657399293115,205.36062261962158,165.72618561138236
Sugarcane,MP,4,30.77282541151515,30.632904128221107,238.15048070172037,221.58464222839123
Sugarcane,Gujarat,5,11.17291659793854,82.06042449456262,172.01809876411144,129.52203882706513
Wheat,WB,8,27.252356341161764,29.390810082471482,234.71685779785275,289.9312679072828
Bajra,UP,4,32.41613688882316,61.489487257369326,222.62626244435972,158.46170643220148
Sugarcane,MP,5,38.25109404119005,42.27266176401285,153.55460544287808,141.7773273220963
Maize,AP,5,27.11355541056621,49.25867981238625,262.3453399392769,275.2837535537123
Barley,MP,6,33.8260203477215,34.79517299603349,115.65620917333271,137.07100669065372
Barley,TN,7,31.15116152633482,63.7268345779169,139.11449408260515,123.25711411315567
Maize,MP,3,18.424086656427455,89.20742394479612,171.16108442900082,160.59111560047987
Jowar,MP,10,14.641842254540757,78.34801683719698,56.59562352508934,49.981644580178816
Maize,Bihar,11,32.52715986033701,67.82440996036195,164.28895059191828,163.46167300229874
Maize,Punjab,3,17.013050835385222,72.94668964474414,110.75249614621525,112.10411938172655
Barley,WB,9,17.34074663890423,78.75006747781714,91.86635491836992,119.34962221955945
Soybean,TN,1,29.318387161019427,53.07829665432304,181.5137966657017,128.8514434170202
Barley,TN,10,33.67205392088586,59.69309440433112,112.28883445227471,141.29717263210333
Bajra,Punjab,12,27.469962785837087,82.68379287232437,259.5421562082214,181.03621963940728
Wheat,Maharashtra,8,36.54949461637214,68.71631338703205,134.79421798825888,134.02574759026595
Groundnut,UP,10,16.343298077520235,29.52162437714948,135.65053321767311,159.1604161272597
Soybean,MP,3,17.572432886222188,74.56750323697518,294.94379224837496,229.10167776837164
Rice,AP,5,29.108665124723334,21.589442182080703,115.62755000640756,107.9289883104381
Groundnut,MP,3,34.88104553854891,79.32688953044348,56.816065936907506,46.890094159718636
Wheat,AP,10,26.180554050347006,75.18095255990636,265.4433159957442,220.37614731181378
Bajra,MP,1,10.311447199076385,78.15221898541193,276.75953899038564,188.32543744571544
Bajra,TN,10,30.308293876208232,21.65147822209757,83.40600981652935,72.4968597526246
Rice,Maharashtra,5,34.40747299053804,88.07141838856377,266.9815734296157,338.38227248489363
Soybean,Punjab,8,18.296308836879223,62.9892419413213,158.4759139148749,180.8208915188728
Jowar,Gujarat,5,11.625946866468023,76.00338752285923,32.16086116308186,24.478762915261104
Maize,Haryana,4,25.538559343226446,59.65913723597286,173.67268939565835,210.8889711703525
Soybean,WB,9,11.264656610528602,43.7824521322341,257.656452822798,325.84696636307854
Jowar,Gujarat,1,22.48050231745733,40.73038571614717,131.0618462932087,119.6270411905825
Bajra,WB,5,10.534535334108863,24.895377026103915,174.28001335327912,165.90674553159656
Barley,UP,1,16.749001687238096,57.976046028915,59.37200542048784,78.65282452128514
Wheat,Punjab,6,21.664673556607298,30.051240864676096,255.8151496104928,223.65152029314135
Rice,AP,10,13.351176692357736,59.72621692266396,49.9292694597699,47.0793120117292
Wheat,Gujarat,9,13.424677119660497,63.74413553644812,46.440128817991685,54.05985207457391
Cotton,Gujarat,11,34.81185220976877,50.94564885782141,281.39634563003057,215.4382476813369
Cotton,WB,2,11.242716002721986,30.942738821999644,264.5724175046218,213.87495234647744
Soybean,Gujarat,4,30.668987460209372,50.28951636896304,180.9649492269682,214.19576431778947
Bajra,AP,8,34.43446148048055,81.50703819728716,49.7230938144775,41.09484341549144
Bajra,Punjab,3,13.921670624069169,52.06334548972556,172.87611464191556,177.58821661038854
Maize,UP,7,15.861122035404179,43.99106207006086,277.75194301460664,296.90091499349035
Maize,Haryana,12,29.244799047850883,64.08347707947999,191.459370784442,196.4715626501218
Maize,Punjab,7,19.469398382296568,63.32035860670815,75.50667609736595,58.165526550167385
Barley,Bihar,2,24.292692137047005,26.343154867691915,273.63260752559387,330.06720706774195
Groundnut,UP,12,35.08008124839196,36.55433978918957,262.3277533755884,294.81830176159866
Sugarcane,Gujarat,10,14.139495141528695,54.608328811864745,173.04447847193381,185.7013571344442
Groundnut,AP,4,28.58957565714118,45.64317509540855,258.6281180006935,294.4424984481724
Wheat,Maharashtra,1,38.271931668424,42.39698380922373,35.78139111427839,37.92675593512985
Groundnut,Gujarat,8,11.723998890615116,51.19995944602796,149.1307472334388,107.34899789283489
Barley,TN,10,11.800202949542836,40.32198639971487,69.8649552153953,58.51545592714612
Wheat,TN,10,26.642271178529114,44.323019291009544,254.51147850627797,248.17635370550965
Groundnut,Maharashtra,9,38.80227388282988,74.15408551000822,291.93354987607364,327.5802331600601
Barley,Haryana,1,16.614209271003663,55.71616930566781,280.59580970764216,327.73656570112826
Sugarcane,TN,11,19.923759091486016,81.0999126067631,160.9375665658222,175.31951906556333
Groundnut,Haryana,7,12.95943923643621,86.39921799822842,163.0792172457482,151.10838255456187
Barley,UP,1,20.867416913105494,84.54541107860607,274.3040246735743,352.7605825945668
Maize,Maharashtra,12,11.3299744006024,37.75977648526669,222.08907292867357,225.28887021182126
Bajra,Haryana,1,21.672819932342296,53.10201508717944,40.8894506663145,40.13124375187423
Maize,Bihar,9,26.664633248260927,57.45365280405913,55.93527605356539,63.791462321762964
Bajra,Haryana,10,39.250144800527835,79.65335282929149,286.4822901104418,283.66134670404745
Rice,MP,10,34.5516393892585,59.13144681253688,122.44903497317055,105.63299351679034
Rice,UP,6,34.661962323260475,37.690084340028974,72.46067667374473,54.86284854909094
Rice,Bihar,1,16.844329737165914,58.32773796737696,225.9497550514405,160.32926945998312
Sugarcane,Maharashtra,7,12.617041065065353,23.099914597044076,266.31273197915186,250.98607335489382
Maize,WB,3,28.09224112312731,78.38961593344459,77.83535666222141,83.25717587947983
Bajra,Gujarat,10,25.634145851673022,59.61995621298446,90.4020916960076,84.39469017042124
Barley,AP,4,25.49511629732894,65.62020466608257,271.9834534352033,219.33581047722774
Wheat,TN,4,13.270239586021296,34.06573909638288,23.68796326333468,22.355156593058986
Barley,MP,8,24.816546827899774,59.06941337907258,274.2260653863307,200.19869111800028
Wheat,MP,1,14.51067221798705,57.14458232411749,30.993433393126697,40.391090735731815
Cotton,WB,8,22.663437811355145,63.37416630795484,46.71286590568894,49.95491617551626
Barley,Gujarat,9,11.86487897934448,79.31940358875005,261.43709970292304,262.8950917230885
Groundnut,Gujarat,11,35.706777982257066,73.5176922402546,89.55752344454771,62.51389464260198
Groundnut,TN,7,10.395402589177534,58.281208634644486,82.91458300736834,106.98628829908094
Soybean,Haryana,1,38.17969418335989,82.53821611370955,256.3559883844541,188.5656182316462
Maize,Maharashtra,7,35.88675468186817,45.08928437468501,171.81423017617826,122.98146161236217
Wheat,Gujarat,6,32.57824217707909,54.478557405158845,118.17332156785048,94.66919439450729
Wheat,Gujarat,5,39.47651746857174,65.4603802556035,219.98502060489807,249.8119644627719
Maize,AP,5,11.614599913827494,50.853668276765895,246.72879513563234,291.5801047193679
Sugarcane,Bihar,1,29.2479131815704,45.299274960152204,261.57521766212477,308.1129143630118
Soybean,Bihar,6,35.47906271415148,27.867597618723476,53.418555802741125,34.447189987672125
Sugarcane,AP,4,13.79851289592308,64.51296344307822,183.1126007883361,210.1622139430737
Sugarcane,Punjab,1,27.54324935999582,33.4824455716463,209.90131448708442,247.26925398277893
Sugarcane,Maharashtra,12,21.817657260840154,29.677848339959013,52.61282612346295,53.14516295448422
Maize,Gujarat,8,23.0748134004128,32.75070246657184,190.83518926311316,224.43668748848236
Sugarcane,TN,8,37.375722561556785,68.19363478338077,28.942755957008323,23.574414213403927
Groundnut,Maharashtra,12,26.15954350824197,29.685146339166007,115.63980830837747,128.0388230894559
Rice,WB,11,12.797861345389725,88.3365208267798,68.1644767467051,84.28379453206222
Cotton,MP,4,38.116485215332865,73.0978963478683,177.13781771914094,189.1006727941545
Wheat,Gujarat,7,15.556335116886864,47.4914295516326,73.50598858933577,60.94703604532958
Wheat,Punjab,3,36.77910449416191,61.52979264538894,240.9603258279553,199.06295359297658
Cotton,TN,8,39.1276216325608,20.533865017368726,53.92090620357169,57.33388867169316
Maize,Maharashtra,7,36.33512389482087,79.11723553602835,232.19212323887749,264.806503101829
Barley,UP,5,30.314013334267614,38.984809832090946,47.694431378841706,28.945186908458272
Maize,MP,5,32.30655459469271,25.031859340079272,143.8703114890601,132.03053518237292
Wheat,Gujarat,9,30.996017312942655,73.06832303631575,215.58959350479418,161.50942510059423
Wheat,Maharashtra,6,23.81573163565188,43.07071638512873,65.21104194453005,76.81876858253128
Cotton,Maharashtra,6,18.232591562355616,59.72788107422356,230.656327380559,196.76956043142417
Sugarcane,TN,2,18.55008189853089,79.08220845113337,286.9551368433297,297.8694914225614
Maize,MP,11,31.935035838584128,74.31519524616115,124.55236239615193,113.57969972605127
Bajra,Bihar,5,28.781093449616506,43.5785754656781,20.050484773046648,22.593589687209423
Cotton,Bihar,12,27.546521019074405,80.80876105706781,153.51228853530324,110.4681631380966
Groundnut,UP,4,29.57826513773193,47.21949401452449,272.6835124314763,266.20429539181595
Wheat,Haryana,10,33.243587062926665,55.00166753224158,206.2016715400499,139.05673942004552
Cotton,AP,3,32.450227439366,62.87210691042307,216.92010827033238,242.2147612541707
Maize,Gujarat,9,13.161892173772056,24.96865746547763,241.89071356955571,176.64927678769465
Wheat,TN,11,20.89105149120143,61.80146854008695,274.2970372751771,220.45228773241155
Barley,Gujarat,12,17.91901410352257,60.41920685784688,54.945115253113315,62.40204027752418
Cotton,TN,7,26.147159866724355,81.14461324437023,185.25866960097608,197.27627964783346
Soybean,Bihar,4,11.842482471147363,44.756471109076855,269.12498904307455,359.75577994965977
Wheat,TN,9,32.873921424775205,36.95320746054571,237.2489351416037,171.43259841778865
Maize,MP,9,13.195820012881715,53.35601683909683,89.70371579226392,68.76843629063445
Rice,Haryana,12,18.142060777318537,68.11321546750241,264.88977828375903,200.91713944971602
Bajra,UP,7,33.48224515663143,59.33259661166968,102.34897486288543,121.69349522529521
Jowar,Punjab,5,11.546799487561254,29.6744670388102,135.0481846131853,149.2647926463936
Sugarcane,Bihar,9,29.806032056679747,44.35241408452002,71.97927283997097,50.832798654668615
Jowar,Punjab,7,37.73434815383159,24.465003440262812,267.86346230589436,256.69909537462155
Maize,Punjab,9,28.529134515633636,71.75284194546633,46.04407397611172,37.55148512698538
Groundnut,WB,11,31.379724622042325,81.8063825981976,298.3504883785575,330.5631367105076
Groundnut,Haryana,3,33.768006175676405,23.197110341665585,112.03054243399991,85.02983994394484
Rice,AP,11,16.667389665584544,56.77992437367861,219.02645462351276,248.3256166634048
Sugarcane,Maharashtra,9,27.428917540376897,59.618602336262676,56.04336164702222,63.45040219603139
